Survived,Pclass,Age,Fare,Cabin,C,Q,S,CabinLetter,Age_scaled,Fare_0,Fare_1,Fare_2,Fare_3,Fare_4,Sex_0,Sex_1,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Name_length,Pclass_0,Pclass_1,Pclass_2,Pclass_3,Pclass_4,Pclass_5,Family_Size,Family_Size_Category_0,Family_Size_Category_1,Family_Size_Category_2,Ticket_Letter,Ticket_Number
0,0,0.7922753124876796,-0.47339772187854406,0,0,1,0,0,0.7922753124876796,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.0742541261389233,0,0,0,0,0,1,1,0,1,0,3,384461.0
1,0,-1.9421556391439958,-0.46882949244120536,0,0,0,1,0,-1.9421556391439958,0,0,1,0,0,1,0,0,0,0,1,0,0,0.6505534898354532,0,0,0,0,0,1,7,1,0,0,3,347077.0
0,1,1.6268250521759444,0.4131335134449858,1,0,0,1,2,1.6268250521759444,0,0,0,1,0,1,0,1,0,0,0,0,0,-1.0742541261389233,0,1,0,0,0,0,3,0,0,1,3,110413.0
0,1,0.7527889645057549,-0.8388560768656375,1,0,0,1,6,0.7527889645057549,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,1,0,0,0,0,1,0,1,0,3,112059.0
0,0,0.7922753124876796,-0.47339772187854406,0,0,1,0,0,0.7922753124876796,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,3,382649.0
0,2,0.4614436019490252,-0.3437189507540916,0,0,0,1,0,0.4614436019490252,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.0742541261389233,0,0,0,1,0,0,1,0,1,0,6,0.0
0,0,-0.9952832108346239,-0.5269393357140189,0,0,0,1,0,-0.9952832108346239,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,0,1,6,1,0,0,3,3101295.0
1,0,-0.3397561450819818,-0.4722188239592308,0,0,0,1,0,-0.3397561450819818,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,0,1,2,0,0,1,3,347083.0
1,1,2.063843096011039,1.5733655490357314,1,0,0,1,1,2.063843096011039,0,1,0,0,0,0,1,0,1,0,0,0,0,1.9441592018162357,1,0,0,0,0,0,2,0,0,1,1,0.0
1,1,0.3886072613098427,1.293114791928811,1,0,0,1,1,0.3886072613098427,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.5352517461469307,1,0,0,0,0,0,1,0,1,0,1,0.0
0,1,1.6689669449307643,-0.10793936689145067,0,0,0,1,0,1.6689669449307643,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,1,0,0,0,0,1,0,1,0,3,113798.0
1,0,-0.3397561450819818,-0.8388560768656375,0,0,0,1,0,-0.3397561450819818,1,0,0,0,0,1,0,1,0,0,0,0,0,0.11155110984346052,0,0,0,0,0,1,1,0,1,0,27,0.0
1,2,0.8256253051449374,-0.3790858883334877,0,0,0,1,0,0.8256253051449374,0,0,0,0,1,0,1,0,1,0,0,0,0,1.5129572978226415,0,0,0,1,0,0,2,0,0,1,3,250644.0
0,1,0.5342799425882077,0.5616746512784494,1,1,0,0,1,0.5342799425882077,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,1,0,0,0,0,2,0,0,1,1,0.0
1,0,-0.5384952636981484,-0.47339772187854406,0,0,1,0,0,-0.5384952636981484,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.10404984215333657,0,0,0,0,0,1,1,0,1,0,3,370375.0
1,1,2.4280247992069515,0.38654229197695694,1,0,0,1,4,2.4280247992069515,0,0,0,1,0,0,1,0,0,1,0,0,0,0.6505534898354532,0,1,0,0,0,0,2,0,0,1,3,13502.0
0,0,1.1169706677016673,-0.47339772187854406,0,0,0,1,0,1.1169706677016673,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6505534898354532,0,0,0,0,0,1,1,0,1,0,3,347073.0
0,2,0.43748934428309855,-0.8388560768656375,0,0,0,1,0,0.43748934428309855,1,0,0,0,0,1,0,1,0,0,0,0,0,0.003750633845061978,0,0,0,1,0,0,1,0,1,0,3,239853.0
0,0,-1.6508102765872659,-0.5641728616656608,0,0,1,0,0,-1.6508102765872659,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.9664536501405249,0,0,0,0,0,1,6,1,0,0,3,382652.0
1,0,0.3886072613098427,-0.36140241954378965,0,0,0,1,0,0.3886072613098427,0,0,0,0,1,0,1,0,1,0,0,0,0,0.5427530138370547,0,0,0,0,1,0,3,0,0,1,6,0.0
0,0,2.5736974804853165,-0.47339772187854406,0,0,1,0,0,2.5736974804853165,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,0,1,1,0,1,0,3,336439.0
0,0,-0.12124712316443445,-0.4684840753508467,0,0,0,1,0,-0.12124712316443445,0,0,1,0,0,1,0,1,0,0,0,0,0,0.5427530138370547,0,0,0,0,0,1,1,0,1,0,3,347464.0
0,0,-0.9952832108346239,-0.39087486752661976,0,0,0,1,0,-0.9952832108346239,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,1,0,1,0,1,0,3,345778.0
1,0,-0.7767741889170765,-0.4592509468467856,0,0,0,1,0,-0.7767741889170765,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,0,0,1,1,0,1,0,5,0.0
0,1,2.112825590269936,0.3871977592200952,1,0,0,1,5,2.112825590269936,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,1,0,0,0,0,1,0,1,0,3,113056.0
0,0,0.2429345800314778,-0.4303679478236121,0,1,0,0,0,0.2429345800314778,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,1,0,1,0,1,0,3,349239.0
1,0,0.02442555811393045,-0.39087486752661976,0,0,0,1,0,0.02442555811393045,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.4274512701485322,0,0,0,0,1,0,1,0,1,0,3,345774.0
0,0,-0.5582651669995292,-0.4665223892131094,0,0,0,1,0,-0.5582651669995292,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,349206.0
1,2,0.8984616457841199,-0.22582915882277113,0,0,0,1,0,0.8984616457841199,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,1,0,0,1,0,1,0,3,237798.0
1,0,-0.5582651669995292,-0.47339772187854406,0,0,1,0,0,-0.5582651669995292,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,370373.0
1,1,-0.26691980444279934,1.0202659418912858,0,0,0,1,0,-0.26691980444279934,0,1,0,0,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,1,0,0,0,0,1,0,1,0,3,19877.0
1,1,-0.7767741889170765,1.3086055105885868,1,1,0,0,6,-0.7767741889170765,0,1,0,0,0,0,1,0,1,0,0,0,0,1.2973563458258444,1,0,0,0,0,0,2,0,0,1,3,11967.0
0,2,0.4614436019490252,-0.23172364841933715,1,1,0,0,4,0.4614436019490252,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,1,0,0,1,0,1,0,8,0.0
0,0,-0.41259248572116425,-0.42152621342876306,0,0,0,1,0,-0.41259248572116425,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.8586531741421264,0,0,0,0,1,0,1,0,1,0,3,349236.0
0,0,-0.41259248572116425,-0.4665223892131094,0,0,0,1,0,-0.41259248572116425,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,0,1,1,0,1,0,3,349233.0
0,1,0.679845003706403,0.46834366080226175,0,1,0,0,0,0.679845003706403,0,1,0,0,0,1,0,1,0,0,0,0,0,-1.0742541261389233,0,1,0,0,0,0,1,0,1,0,1,0.0
0,0,-0.4490106560407555,-0.4979565233336768,0,1,0,0,0,-0.4490106560407555,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,3,2693.0
0,1,-2.0149919797831783,0.9477637198535241,1,0,0,1,1,-2.0149919797831783,0,1,0,0,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,1,0,0,0,0,4,0,0,1,3,113781.0
1,1,0.5369962677583717,0.599399384696472,1,0,0,1,1,0.5369962677583717,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,1,0,0,0,0,1,0,1,0,3,19988.0
1,1,1.4811523708975796,4.997179045269159,1,1,0,0,6,1.4811523708975796,0,1,0,0,0,0,1,0,1,0,0,0,0,2.159760153813033,1,0,0,0,0,0,2,0,0,1,1,0.0
1,0,-0.5384952636981484,-0.47339772187854406,0,0,1,0,0,-0.5384952636981484,0,0,1,0,0,0,1,0,0,1,0,0,0,1.405156821824243,0,0,0,0,0,1,1,0,1,0,3,9234.0
1,0,-0.25855169606377604,-0.29066854438499734,0,0,1,0,0,-0.25855169606377604,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,1,0,3,0,0,1,3,367226.0
0,0,-0.7767741889170765,-0.8388560768656375,0,0,0,1,0,-0.7767741889170765,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,0,0,1,1,0,1,0,27,0.0
1,2,0.15199267932131616,-0.25648050472491446,1,0,1,0,2,0.15199267932131616,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.8586531741421264,0,0,0,1,0,0,1,0,1,0,3,226593.0
0,0,0.15347458161228092,-0.4592509468467856,0,0,0,1,0,0.15347458161228092,0,0,1,0,0,1,0,1,0,0,0,0,0,0.6505534898354532,0,0,0,0,0,1,1,0,1,0,0,0.0
1,1,-2.093655227673495,0.9477637198535241,1,0,0,1,1,-2.093655227673495,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3271520618402576,0,1,0,0,0,0,4,0,0,1,3,113781.0
1,1,-0.04087707702513911,0.4683448397001811,0,1,0,0,0,-0.04087707702513911,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.4274512701485322,0,1,0,0,0,0,1,0,1,0,3,17421.0
1,1,-0.9224468701954415,1.7287835913985223,1,1,0,0,1,-0.9224468701954415,0,1,0,0,0,0,1,0,1,0,0,0,0,5.932776813756981,1,0,0,0,0,0,2,0,0,1,1,0.0
0,2,0.02442555811393045,-0.2729850755952993,0,1,0,0,0,0.02442555811393045,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,1,0,0,2,0,0,1,32,0.0
1,1,0.02442555811393045,0.5034182316976682,1,1,0,0,2,0.02442555811393045,0,1,0,0,0,0,1,0,0,1,0,0,0,0.3271520618402576,0,1,0,0,0,0,1,0,1,0,1,0.0
1,1,-0.41259248572116425,1.1218468600068277,1,1,0,0,1,-0.41259248572116425,0,1,0,0,0,0,1,0,0,1,0,0,0,0.3271520618402576,0,1,0,0,0,0,1,0,1,0,3,11767.0
1,1,-0.8496105295562589,5.3474107547304035,1,1,0,0,6,-0.8496105295562589,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.10404984215333657,1,0,0,0,0,0,5,1,0,0,1,0.0
0,2,-0.26691980444279934,0.3871977592200952,0,0,0,1,0,-0.26691980444279934,0,0,0,1,0,0,1,0,1,0,0,0,0,1.0817553938290474,0,0,1,0,0,0,3,0,0,1,3,250651.0
0,0,-0.12124712316443445,-0.4665223892131094,0,0,0,1,0,-0.12124712316443445,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,0,1,1,0,1,0,3,349243.0
0,2,0.9712979864233023,-0.4262418051060159,0,0,0,1,0,0.9712979864233023,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,1,0,0,3,0,0,1,28,0.0
1,0,-0.26691980444279934,-0.4684840753508467,0,0,0,1,0,-0.26691980444279934,0,0,1,0,0,0,1,0,0,1,0,0,0,0.4349525378386561,0,0,0,0,0,1,1,0,1,0,3,347470.0
1,2,-0.41259248572116425,-0.22582915882277113,0,0,0,1,0,-0.41259248572116425,0,0,0,1,0,0,1,0,1,0,0,0,0,0.8661544418322503,0,0,0,1,0,0,2,0,0,1,3,244367.0
0,2,1.7724977334543093,-0.17867324205024293,0,0,0,1,0,1.7724977334543093,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.7508526981437278,0,0,1,0,0,0,1,0,1,0,3,29011.0
1,1,0.0972618987531129,3.048364115015049,1,0,0,1,1,0.0972618987531129,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.31965079415013364,1,0,0,0,0,0,3,0,0,1,3,36928.0
1,1,0.7527889645057549,2.332379326086883,1,1,0,0,2,0.7527889645057549,0,1,0,0,0,0,1,0,1,0,0,0,0,3.1299644377986198,1,0,0,0,0,0,3,0,0,1,3,16966.0
0,0,-0.5582651669995292,-0.49697568026480815,0,0,0,1,0,-0.5582651669995292,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,0,0.0
0,0,-0.1940834638036169,-0.4665223892131094,0,0,0,1,0,-0.1940834638036169,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,0,1,1,0,1,0,3,349219.0
1,2,0.02442555811393045,-0.25648050472491446,0,0,1,0,0,0.02442555811393045,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.2118503181517351,0,0,0,1,0,0,1,0,1,0,3,234818.0
1,2,-0.5582651669995292,-0.15509528366397884,0,0,0,1,0,-0.5582651669995292,0,0,0,1,0,0,1,0,1,0,0,0,0,2.590962057806627,0,0,1,0,0,0,3,0,0,1,3,248738.0
0,0,-1.3641358364389364,-0.37032836093287536,0,0,0,1,0,-1.3641358364389364,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,1,0,11,1,0,0,26,0.0
1,1,0.4614436019490252,1.293114791928811,1,1,0,0,1,0.4614436019490252,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.31965079415013364,1,0,0,0,0,0,1,0,1,0,1,0.0
0,0,2.2823521179285864,-0.5447210459969929,0,0,0,1,0,2.2823521179285864,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,0,1,1,0,1,0,3,345364.0
1,2,0.4614436019490252,-0.22582915882277113,1,0,0,1,4,0.4614436019490252,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.4274512701485322,0,0,0,1,0,0,1,0,1,0,3,28551.0
1,0,0.0972618987531129,-0.5162310129469239,0,0,0,1,0,0.0972618987531129,1,0,0,0,0,0,1,0,1,0,0,0,0,2.0519596778146343,0,0,0,0,0,1,3,0,0,1,3,363291.0
1,1,-0.9952832108346239,0.5281750880032454,1,1,0,0,6,-0.9952832108346239,0,1,0,0,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,1,0,0,0,0,2,0,0,1,3,111361.0
1,0,-0.25855169606377604,-0.29066854438499734,0,0,1,0,0,-0.25855169606377604,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.9664536501405249,0,0,0,0,1,0,3,0,0,1,3,367226.0
0,1,1.1533888380212585,0.5050875511514157,1,0,0,1,1,1.1533888380212585,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,1,0,0,0,0,1,0,1,0,3,113043.0
0,1,0.6071162832273901,1.5733655490357314,1,0,0,1,1,0.6071162832273901,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,1,0,0,0,0,0,2,0,0,1,1,0.0
0,0,-0.9952832108346239,-0.41445282591288385,0,0,0,1,0,-0.9952832108346239,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,0,1,0,3,0,0,1,3,345764.0
1,1,0.18632669634628066,2.3123380614585582,0,0,0,1,0,0.18632669634628066,0,1,0,0,0,0,1,0,1,0,0,0,0,2.483161581808228,1,0,0,0,0,0,2,0,0,1,1,0.0
0,0,-0.12521344227613163,-0.4665223892131094,0,0,0,1,0,-0.12521344227613163,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,3,349225.0
0,1,-0.04841078252525201,0.7314359516595508,1,0,0,1,1,-0.04841078252525201,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,1,0,0,0,0,2,0,0,1,3,113776.0
1,1,0.8256253051449374,2.332379326086883,1,1,0,0,2,0.8256253051449374,0,1,0,0,0,0,1,0,0,1,0,0,0,0.4349525378386561,1,0,0,0,0,0,1,0,1,0,3,16966.0
1,0,1.1169706677016673,-0.4592509468467856,0,0,0,1,0,1.1169706677016673,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,0,0,0,0,1,1,0,1,0,3,7598.0
0,1,1.1169706677016673,0.8351789685591129,1,0,0,1,8,1.1169706677016673,0,1,0,0,0,1,0,1,0,0,0,0,0,0.11155110984346052,0,1,0,0,0,0,1,0,1,0,3,113784.0
1,2,-2.0149919797831783,-0.4301714648370599,1,0,0,1,7,-2.0149919797831783,0,0,0,0,1,1,0,0,0,0,1,0,0,0.3271520618402576,0,0,0,1,0,0,3,0,0,1,3,230080.0
1,1,-0.41259248572116425,2.2616454509280906,1,0,0,1,1,-0.41259248572116425,0,1,0,0,0,0,1,0,0,1,0,0,0,0.3271520618402576,1,0,0,0,0,0,6,1,0,0,3,19950.0
0,2,-0.12124712316443445,-0.22582915882277113,0,0,0,1,0,-0.12124712316443445,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,1,0,0,1,0,1,0,3,248740.0
0,2,-0.3397561450819818,-0.22582915882277113,0,0,0,1,0,-0.3397561450819818,0,0,0,1,0,1,0,1,0,0,0,0,0,1.6207577738210401,0,0,0,1,0,0,1,0,1,0,3,244361.0
0,2,0.4614436019490252,-0.22582915882277113,0,0,0,1,0,0.4614436019490252,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.4274512701485322,0,0,0,1,0,0,1,0,1,0,3,229236.0
1,2,-0.41259248572116425,-0.22582915882277113,1,0,0,1,7,-0.41259248572116425,0,0,0,1,0,0,1,0,0,1,0,0,0,0.21935158584185907,0,0,0,1,0,0,1,0,1,0,3,248733.0
1,2,0.7527889645057549,-0.22582915882277113,0,0,0,1,0,0.7527889645057549,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.2118503181517351,0,0,0,1,0,0,1,0,1,0,3,31418.0
1,0,-0.23363056192316595,-0.07964581682793369,0,0,0,1,0,-0.23363056192316595,0,0,0,1,0,0,1,0,1,0,0,0,0,1.5129572978226415,0,0,0,0,1,0,2,0,0,1,3,386525.0
1,0,-1.9421556391439958,-0.46396653852403846,0,0,0,1,0,-1.9421556391439958,0,0,1,0,0,1,0,0,0,0,1,0,0,1.189555869827446,0,0,0,0,0,1,3,0,0,1,6,0.0
0,0,0.8984616457841199,-0.4303679478236121,0,0,0,1,0,0.8984616457841199,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,1,0,1,0,1,0,3,315088.0
0,0,-0.48542882636034673,-0.403842744639065,0,0,0,1,0,-0.48542882636034673,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,1,0,1,0,1,0,3,7267.0
0,1,2.3662013132724127,0.8116010101728488,1,0,0,1,1,2.3662013132724127,0,1,0,0,0,1,0,1,0,0,0,0,0,1.189555869827446,0,1,0,0,0,0,1,0,1,0,3,113510.0
0,0,-1.0681195514738064,-0.4979565233336768,0,1,0,0,0,-1.0681195514738064,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,3,0,0,1,3,2695.0
0,0,-0.3397561450819818,-0.4191684175901366,0,0,0,1,0,-0.3397561450819818,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,1,0,2,0,0,1,3,349237.0
0,0,0.3978321099753278,-0.4981545781841214,0,1,0,0,0,0.3978321099753278,1,0,0,0,0,1,0,1,0,0,0,0,0,-1.0742541261389233,0,0,0,0,0,1,1,0,1,0,3,2647.0
0,0,-0.12124712316443445,-0.39087486752661976,0,0,0,1,0,-0.12124712316443445,0,0,0,0,1,1,0,1,0,0,0,0,0,0.003750633845061978,0,0,0,0,1,0,1,0,1,0,3,345783.0
1,1,-0.5582651669995292,0.4579316343788875,1,0,0,1,2,-0.5582651669995292,0,1,0,0,0,0,1,0,0,1,0,0,0,0.003750633845061978,0,1,0,0,0,0,2,0,0,1,3,113505.0
0,2,0.6071162832273901,-0.22582915882277113,0,0,0,1,0,0.6071162832273901,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.2118503181517351,0,0,0,1,0,0,1,0,1,0,3,237671.0
1,0,-0.47830486468993383,-0.4673051774315334,0,0,1,0,0,-0.47830486468993383,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,330931.0
1,0,-0.47830486468993383,-0.4673051774315334,0,0,1,0,0,-0.47830486468993383,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6505534898354532,0,0,0,0,0,1,1,0,1,0,3,330980.0
0,0,0.7527889645057549,-0.6195810638733815,0,0,0,1,0,0.7527889645057549,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,6,1,0,0,3,347088.0
0,2,-0.04841078252525201,0.46834366080226175,0,1,0,0,0,-0.04841078252525201,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,1,0,0,0,2,0,0,1,22,0.0
0,0,1.1169706677016673,-0.49805555075889907,0,1,0,0,0,1.1169706677016673,1,0,0,0,0,0,1,0,1,0,0,0,0,0.4349525378386561,0,0,0,0,0,1,2,0,0,1,3,2691.0
0,0,0.3886072613098427,-0.5064068636193138,0,0,0,1,0,0.3886072613098427,1,0,0,0,0,1,0,1,0,0,0,0,0,-1.2898550781357205,0,0,0,0,0,1,1,0,1,0,21,0.0
0,0,0.3038483053874609,-0.47339772187854406,0,0,1,0,0,0.3038483053874609,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,2,0,0,1,3,370365.0
0,0,0.02442555811393045,-0.49697568026480815,0,0,0,1,0,0.02442555811393045,1,0,0,0,0,1,0,1,0,0,0,0,0,0.3271520618402576,0,0,0,0,0,1,1,0,1,0,20,0.0
1,1,2.209515777289404,2.709626660267108,1,1,0,0,4,2.209515777289404,0,1,0,0,0,0,1,0,1,0,0,0,0,2.2675606298114315,1,0,0,0,0,0,2,0,0,1,3,110813.0
1,0,-0.930549306122045,-0.4979565233336768,0,1,0,0,0,-0.930549306122045,1,0,0,0,0,0,1,0,1,0,0,0,0,0.3271520618402576,0,0,0,0,0,1,1,0,1,0,3,2626.0
1,0,-0.5384952636981484,-0.47339772187854406,0,0,1,0,0,-0.5384952636981484,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,14313.0
1,1,-0.41259248572116425,0.7950964393024639,1,1,0,0,6,-0.41259248572116425,0,1,0,0,0,0,1,0,1,0,0,0,0,0.21935158584185907,0,1,0,0,0,0,1,0,1,0,1,0.0
1,1,-0.3397561450819818,1.775548114061838,1,1,0,0,2,-0.3397561450819818,0,1,0,0,0,1,0,1,0,0,0,0,0,0.003750633845061978,1,0,0,0,0,0,2,0,0,1,3,11765.0
0,0,-0.8496105295562589,-0.532540672694649,0,0,0,1,0,-0.8496105295562589,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,0,1,2,0,0,1,3,3101267.0
0,0,-0.7767741889170765,-0.4592509468467856,0,0,0,1,0,-0.7767741889170765,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,0,0,1,1,0,1,0,3,323951.0
0,1,-0.5582651669995292,1.293114791928811,0,1,0,0,0,-0.5582651669995292,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,1,0,0,0,0,0,1,0,1,0,1,0.0
0,0,-1.9421556391439958,-0.5904033403703796,0,0,0,1,0,-1.9421556391439958,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.10404984215333657,0,0,0,0,0,1,5,1,0,0,3,349909.0
1,1,0.36932227934689066,1.0985636261003917,0,1,0,0,0,0.36932227934689066,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0817553938290474,0,1,0,0,0,0,2,0,0,1,1,0.0
1,0,-0.5582651669995292,-0.49697568026480815,0,0,0,1,0,-0.5582651669995292,1,0,0,0,0,0,1,0,0,1,0,0,0,0.4349525378386561,0,0,0,0,0,1,1,0,1,0,20,0.0
0,1,-0.1940834638036169,9.134620320524073,1,1,0,0,1,-0.1940834638036169,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,1,0,0,0,0,0,3,0,0,1,3,113503.0
0,0,-0.7039378482778941,-0.6496429608158681,0,1,0,0,0,-0.7039378482778941,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,2648.0
0,0,-0.7767741889170765,-0.4722188239592308,0,0,0,1,0,-0.7767741889170765,0,0,1,0,0,1,0,1,0,0,0,0,0,0.003750633845061978,0,0,0,0,0,1,1,0,1,0,3,347069.0
1,1,0.8984616457841199,1.843431414051731,0,1,0,0,0,0.8984616457841199,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.6430522221453293,1,0,0,0,0,0,1,0,1,0,1,0.0
1,0,-2.0878283204223607,-0.46769892933658397,0,1,0,0,0,-2.0878283204223607,0,0,1,0,0,0,1,0,0,1,0,0,0,0.003750633845061978,0,0,0,0,0,1,3,0,0,1,3,2653.0
0,0,0.17009823939229535,-0.4651454364433516,0,0,0,1,0,0.17009823939229535,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,18,0.0
1,1,0.3886072613098427,0.3871977592200952,0,0,0,1,0,0.3886072613098427,0,0,0,1,0,0,1,0,1,0,0,0,0,2.590962057806627,0,1,0,0,0,0,2,0,0,1,3,113789.0
0,0,-0.12521344227613163,-0.4665223892131094,0,0,0,1,0,-0.12521344227613163,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,0,1,1,0,1,0,3,349227.0
0,2,-0.8496105295562589,-0.14566410030947324,0,0,0,1,0,-0.8496105295562589,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,1,0,0,0,1,0,1,0,13,0.0
0,0,-2.0878283204223607,-0.4702539940937089,0,0,0,1,0,-2.0878283204223607,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4349525378386561,0,0,0,0,0,1,8,1,0,0,11,0.0
1,2,0.4614436019490252,-0.22582915882277113,0,0,0,1,0,0.4614436019490252,0,0,0,1,0,0,1,0,0,1,0,0,0,-1.182054602137322,0,0,0,1,0,0,1,0,1,0,3,27849.0
0,0,-0.3770791311897632,-0.4743785649474127,0,0,1,0,0,-0.3770791311897632,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,367655.0
1,2,-0.9224468701954415,-0.2729850755952993,0,1,0,0,0,-0.9224468701954415,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.6430522221453293,0,0,0,1,0,0,1,0,1,0,33,0.0
1,1,0.4614436019490252,0.5758214263102079,1,0,0,1,6,0.4614436019490252,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,1,0,0,0,0,4,0,0,1,3,113760.0
